number,word,synonym
8001,drought,aridity
8001,drought,desiccation
8001,drought,dry spell
8001,drought,dryness
8001,drought,lack of rain
8001,drought,water shortage
8001,drought,aridness
8001,drought,desiccity
8001,drought,rainless period
8001,drought,lack of precipitation
8001,drought,parchedness
8001,drought,xerosity
8001,drought,xerosis
8001,drought,soil moisture deficit
8001,drought,crop failure (due to lack of water)
8001,drought,desertification
8001,drought,water scarcity
8001,drought,shortage of water
8001,drought,deficiency of moisture
8001,drought,hydrological drought
8001,drought,agricultural drought
8001,drought,socioeconomic drought
8001,drought,meteorological drought
8001,drought,extended dry period
8001,drought,prolonged dryness
8001,drought,acute water shortage
8001,drought,dry climate
8001,drought,impoverishment
8001,drought,barrenness
8001,drought,sterility
8001,drought,exhaustion
8001,drought,depletion
8002,aggravate,worsen
8002,aggravate,irritate
8002,aggravate,annoy
8002,aggravate,exasperate
8002,aggravate,inflame
8002,aggravate,intensify
8002,aggravate,heighten
8002,aggravate,compound
8002,aggravate,exacerbate
8002,aggravate,provoke
8002,aggravate,rile
8002,aggravate,nettle
8002,aggravate,peeve
8002,aggravate,irk
8002,aggravate,vex
8002,aggravate,try someone's patience
8002,aggravate,get on someone's nerves
8002,aggravate,make worse
8002,aggravate,add fuel to the fire
8002,aggravate,fan the flames
8002,aggravate,rouse
8002,aggravate,incense
8002,aggravate,infuriate
8002,aggravate,aggro (slang)
8002,aggravate,bug
8002,aggravate,badger
8002,aggravate,pester
8002,aggravate,hound
8002,aggravate,bedevil
8002,aggravate,torment
8002,aggravate,plague
8002,aggravate,asperse
8002,aggravate,acerbate
8002,aggravate,madden
8002,aggravate,enrage
8002,aggravate,grate
8002,aggravate,rankle
8002,aggravate,chafe
8002,aggravate,put out
8002,aggravate,gall
8002,aggravate,afflict
8002,aggravate,displease
8002,aggravate,disturb
8002,aggravate,trouble
8002,aggravate,harry
8002,aggravate,molest
8002,aggravate,agitate
8002,aggravate,discompose
8002,aggravate,disquiet
8002,aggravate,foment
8002,aggravate,stir up
8002,aggravate,kindle
8002,aggravate,deepen
8002,aggravate,magnify
8002,aggravate,augment
8002,aggravate,increase
8002,aggravate,complicate
8002,aggravate,make matters worse
8002,aggravate,intensify negativity
8002,aggravate,trigger
8002,aggravate,instigate
8002,aggravate,impair
8002,aggravate,degrade
8002,aggravate,decline
8002,aggravate,degenerate
8002,aggravate,amplify
8002,aggravate,escalate
8002,aggravate,exasperate
8002,aggravate,perturb
8002,aggravate,discombobulate
8002,aggravate,derange
8002,aggravate,unsettle
8002,aggravate,vexate
8002,aggravate,disgruntle
8002,aggravate,umbrage
8002,aggravate,offend
8002,aggravate,pique
8002,aggravate,umbrage
8002,aggravate,exascerbate
8003,amplify,increase
8003,amplify,magnify
8003,amplify,intensify
8003,amplify,augment
8003,amplify,boost
8003,amplify,expand
8003,amplify,enlarge
8003,amplify,strengthen
8003,amplify,heighten
8003,amplify,deepen
8003,amplify,sharpen
8003,amplify,widen
8003,amplify,inflate
8003,amplify,multiply
8003,amplify,escalate
8003,amplify,aggrandize
8003,amplify,enhance
8003,amplify,exaggerate
8003,amplify,blow up
8003,amplify,build up
8003,amplify,step up
8003,amplify,turn up
8003,amplify,make louder
8003,amplify,make bigger
8003,amplify,add to
8003,amplify,reinforce
8003,amplify,emphasize
8003,amplify,underscore
8003,amplify,accentuate
8003,amplify,highlight
8003,amplify,dilate
8003,amplify,extend
8003,amplify,prolong
8003,amplify,protract
8003,amplify,elucidate
8003,amplify,clarify
8003,amplify,expound
8003,amplify,elaborate
8003,amplify,amplify upon
8003,amplify,flesh out
8003,amplify,give more detail
8003,amplify,develop
8003,amplify,compound
