number,word,synonym
9001,tactic,strategy
9001,tactic,maneuver
9001,tactic,ploy
9001,tactic,scheme
9001,tactic,plan
9001,tactic,approach
9001,tactic,method
9001,tactic,procedure
9001,tactic,way
9001,tactic,course of action
9001,tactic,game plan
9001,tactic,angle
9001,tactic,move
9001,tactic,device
9001,tactic,expedient
9001,tactic,artifice
9001,tactic,ruse
9001,tactic,stratagem
9001,tactic,gambit
9001,tactic,wile
9001,tactic,machination
9001,tactic,contrivance
9001,tactic,line of attack
9001,tactic,operational plan
9001,tactic,means
9001,tactic,tack
9001,tactic,legerdemain
9001,tactic,modus operandi
9001,tactic,blueprint
9001,tactic,design
9001,tactic,formula
9001,tactic,prescription
9001,tactic,recipe
9001,tactic,skill
9001,tactic,knack
9001,tactic,technique
9001,tactic,trick
9001,tactic,system
9001,tactic,process
9001,tactic,practice
9001,tactic,usage
9001,tactic,form
9001,tactic,fashion
9001,tactic,style
9001,tactic,routine
9001,tactic,habit
9001,tactic,custom
9001,tactic,convention
9001,tactic,performance
9001,tactic,execution
9001,tactic,implementation
9001,tactic,conduct
9001,tactic,handling
9001,tactic,treatment
9001,tactic,management
9001,tactic,operation
9001,tactic,exercise
9001,tactic,employment
9001,tactic,application
9001,tactic,deployment
9001,tactic,positioning
9001,tactic,employment of resources
9001,tactic,lines of operation
9002,backfire,boomerang
9002,backfire,fail
9002,backfire,flop
9002,backfire,bomb
9002,backfire,founder
9002,backfire,misfire
9002,backfire,recoil
9002,backfire,backlash
9002,backfire,rebound
9002,backfire,reverse
9002,backfire,undo
9002,backfire,be self-defeating
9002,backfire,have unintended consequences
9002,backfire,prove counterproductive
9002,backfire,turn sour
9002,backfire,go awry
9002,backfire,go wrong
9002,backfire,fall flat
9002,backfire,blow up in one's face
9002,backfire,come home to roost
9002,backfire,kick back
9002,backfire,bite back
9002,backfire,turn against
9002,backfire,prove detrimental
9002,backfire,produce the opposite effect
9002,backfire,counteract
9002,backfire,nullify
9002,backfire,invalidate
9002,backfire,negate
9002,backfire,be frustrated
9002,backfire,abort
9002,backfire,miscarry
9002,backfire,implode
9002,backfire,collapse
9002,backfire,degenerate
9002,backfire,deteriorate
9002,backfire,undo itself
9002,backfire,prove ineffectual
9002,backfire,prove futile
9002,backfire,evaporate
9002,backfire,dissipate
9002,backfire,come to naught
9003,catastrophic,devastating
9003,catastrophic,disastrous
9003,catastrophic,tragic
9003,catastrophic,calamitous
9003,catastrophic,ruinous
9003,catastrophic,fatal
9003,catastrophic,destructive
9003,catastrophic,apocalyptic
9003,catastrophic,cataclysmic
9003,catastrophic,dire
9003,catastrophic,grievous
9003,catastrophic,terrible
9003,catastrophic,awful
9003,catastrophic,horrific
9003,catastrophic,tragical
9003,catastrophic,wretched
9003,catastrophic,unfortunate
9003,catastrophic,bad
9003,catastrophic,adverse
9003,catastrophic,harmful
9003,catastrophic,deleterious
9003,catastrophic,pernicious
9003,catastrophic,grievous
9003,catastrophic,far-reaching
9003,catastrophic,irreparable
9003,catastrophic,terminal
9003,catastrophic,withering
9003,catastrophic,critical
9003,catastrophic,grave
9003,catastrophic,serious
9003,catastrophic,significant
9003,catastrophic,momentous
9003,catastrophic,earth-shattering
9003,catastrophic,world-shattering
9003,catastrophic,epochal
9003,catastrophic,consequential
9003,catastrophic,of great consequence
9003,catastrophic,of major importance
9003,catastrophic,of momentous significance
9003,catastrophic,game-changing
9003,catastrophic,life-altering
9003,catastrophic,transformative
9003,catastrophic,downfall
9003,catastrophic,debacle
9003,catastrophic,fiasco
9003,catastrophic,maelstrom
9003,catastrophic,inferno
9003,catastrophic,Armageddon
9003,catastrophic,the end of the world
9003,catastrophic,the apocalypse
9003,catastrophic,a complete disaster
9003,catastrophic,a total failure
9003,catastrophic,a crushing blow
9003,catastrophic,a major setback
9003,catastrophic,an unmitigated disaster
9003,catastrophic,beyond repair
9004,enigmatic,mysterious
9004,enigmatic,puzzling
9004,enigmatic,inscrutable
9004,enigmatic,cryptic
9004,enigmatic,unfathomable
9004,enigmatic,obscure
9004,enigmatic,ambiguous
9004,enigmatic,vague
9004,enigmatic,perplexing
9004,enigmatic,baffling
9004,enigmatic,arcane
9004,enigmatic,recondite
9004,enigmatic,abstruse
9004,enigmatic,occult
9004,enigmatic,enigmatical
9004,enigmatic,sphinx-like
9004,enigmatic,Delphic
9004,enigmatic,oracular
9004,enigmatic,difficult to understand
9004,enigmatic,hard to explain
9004,enigmatic,of uncertain meaning
9004,enigmatic,having a hidden meaning
9004,enigmatic,secret
9004,enigmatic,hidden
9004,enigmatic,veiled
9004,enigmatic,impenetrable
9004,enigmatic,riddling
9004,enigmatic,paradoxical
9004,enigmatic,ambivalent
9004,enigmatic,equivocal
9004,enigmatic,unclear
9004,enigmatic,blurred
9004,enigmatic,cloudy
9004,enigmatic,murky
9004,enigmatic,shadowy
9004,enigmatic,dark
9004,enigmatic,esoteric
9004,enigmatic,deep
9004,enigmatic,subtle
9004,enigmatic,complex
9004,enigmatic,complicated
9004,enigmatic,involved
9004,enigmatic,Byzantine
9004,enigmatic,tortuous
9004,enigmatic,labyrinthine
9004,enigmatic,mazy
9004,enigmatic,knotty
9004,enigmatic,involved
9004,enigmatic,problematic
9004,enigmatic,questionable
9004,enigmatic,dubious
9004,enigmatic,suspect
9004,enigmatic,peculiar
9004,enigmatic,strange
9004,enigmatic,odd
9004,enigmatic,unusual
9004,enigmatic,curious
9004,enigmatic,remarkable
9004,enigmatic,singular
9004,enigmatic,unaccountable
9004,enigmatic,inexplicable
9004,enigmatic,unintelligible
9004,enigmatic,bewildering
9004,enigmatic,confounding
9004,enigmatic,non-transparent
9004,enigmatic,opaque
9004,enigmatic,imprecise
9004,enigmatic,undefined
9004,enigmatic,nebulous
9004,enigmatic,open to interpretation
9004,enigmatic,subject to interpretation
9004,enigmatic,tantalizing
9004,enigmatic,suggestive
9004,enigmatic,allusive
9004,enigmatic,symbolic
9004,enigmatic,allegorical
9004,enigmatic,metaphorical
9005,baffle,puzzle
9005,baffle,confound
9005,baffle,perplex
9005,baffle,mystify
9005,baffle,bewilder
9005,baffle,flummox
9005,baffle,nonplus
9005,baffle,stupefy
9005,baffle,dumbfound
9005,baffle,disconcert
