number,word,synonym
6001,symposium,conference
6001,symposium,meeting
6001,symposium,seminar
6001,symposium,congress
6001,symposium,convention
6001,symposium,forum
6001,symposium,colloquium
6001,symposium,panel discussion
6001,symposium,roundtable discussion
6001,symposium,workshop
6001,symposium,lecture series
6001,symposium,academic conference
6001,symposium,scholarly meeting
6001,symposium,powwow
6001,symposium,teach-in
6001,symposium,gathering
6001,symposium,assembly
6001,symposium,convocation
6001,symposium,huddle
6001,symposium,session
6001,symposium,deliberation
6001,symposium,consultation
6001,symposium,discourse
6001,symposium,exchange
6001,symposium,parley
6001,symposium,talkfest
6001,symposium,indaba
6001,symposium,hean
6001,symposium,palaver
6001,symposium,kermesse
6001,symposium,assemblage
6001,symposium,get-together
6001,symposium,tete-a-tete
6001,symposium,pow-wow
6001,symposium,schmooze
6001,symposium,bull session
6001,symposium,skull session
6001,symposium,clinic
6001,symposium,institute
6001,symposium,session
6001,symposium,teach-in
6001,symposium,retreat
6001,symposium,think tank
6001,symposium,study group
6001,symposium,study circle
6001,symposium,plenary session
6001,symposium,breakout session
6002,broaden,widen
6002,broaden,expand
6002,broaden,extend
6002,broaden,increase
6002,broaden,enlarge
6002,broaden,deepen
6002,broaden,magnify
6002,broaden,amplify
6002,broaden,stretch
6002,broaden,inflate
6002,broaden,augment
6002,broaden,develop
6002,broaden,cultivate
6002,broaden,enhance
6002,broaden,enrich
6002,broaden,improve
6002,broaden,advance
6002,broaden,promote
6002,broaden,further
6002,broaden,progress
6002,broaden,elaborate
6002,broaden,expound
6002,broaden,dilate
6002,broaden,amplify
6002,broaden,flesh out
6002,broaden,open up
6002,broaden,diversify
6002,broaden,branch out
6002,broaden,generalize
6002,broaden,broaden horizons
6002,broaden,increase knowledge
6002,broaden,gain experience
6002,broaden,become more inclusive
6002,broaden,make more comprehensive
6002,broaden,make more extensive
6002,broaden,spread out
6002,broaden,outspread
6002,broaden,unfold
6002,broaden,prolong
6002,broaden,lengthen
6002,broaden,elongate
6002,broaden,magnify
6002,broaden,augment
6002,broaden,bolster
6002,broaden,aggrandize
6002,broaden,inflate
6002,broaden,distend
6002,broaden,dilate
6002,broaden,exacerbate
6002,broaden,mushroom
6002,broaden,proliferate
6002,broaden,burgeon
6002,broaden,wax
6002,broaden,heighten
6002,broaden,intensify
6002,broaden,escalate
6002,broaden,redouble
6002,broaden,accelerate
6002,broaden,multiply
6002,broaden,mushroom
6002,broaden,spread
6002,broaden,permeate
6002,broaden,diffuse
6002,broaden,extend the scope of
6002,broaden,open up new avenues
6002,broaden,make more catholic
6002,broaden,add range to
6002,broaden,give greater scope to
6002,broaden,add depth to
6002,broaden,deepen understanding
6002,broaden,augment one's knowledge
6002,broaden,acquire expertise
6002,broaden,gain insights
6002,broaden,broaden one's perspective
6002,broaden,develop competence
6002,broaden,hone skills
6002,broaden,refine understanding
6002,broaden,sharpen skills
6002,broaden,polish skills
6003,ecology,environmental science
6003,ecology,environmentalism
6003,ecology,nature study
6003,ecology,bionomics
6003,ecology,biotic science
6003,ecology,study of ecosystems
6003,ecology,habitat studies
6003,ecology,environmental biology
6003,ecology,conservation biology
6003,ecology,system ecology
6003,ecology,population ecology
6003,ecology,community ecology
6003,ecology,biogeography
6003,ecology,environmental management
6003,ecology,natural history
6003,ecology,science of interrelationships
6003,ecology,holism
6003,ecology,biosphere studies
6003,ecology,life science
6003,ecology,the environment
6003,ecology,the natural world
6003,ecology,oecology
6004,circulate,spread
6004,circulate,distribute
6004,circulate,disseminate
6004,circulate,propagate
6004,circulate,transmit
6004,circulate,pass around
6004,circulate,hand out
6004,circulate,issue
6004,circulate,publish
6004,circulate,broadcast
6004,circulate,relay
6004,circulate,convey
6004,circulate,communicate
6004,circulate,make known
6004,circulate,promulgate
6004,circulate,advertise
6004,circulate,publicize
6004,circulate,ventilate
6004,circulate,oxygenate
6004,circulate,flow
6004,circulate,move
6004,circulate,go around
6004,circulate,travel
6004,circulate,course
6004,circulate,revolve
6004,circulate,gyrate
6004,circulate,orbit
6004,circulate,percolate
6004,circulate,diffuse
6004,circulate,radiate
6004,circulate,emanate
6004,circulate,be current
6004,circulate,be in circulation
6004,circulate,get around
6004,circulate,make the rounds
6004,circulate,be rife
6004,circulate,be prevalent
6004,circulate,be widespread
6004,circulate,put about
