word_id,word,source
1,thrive ,eiken
2,grind,eiken
3,confiscate,eiken
4,derive,eiken
5,detest,eiken
6,mock,eiken
7,feign,eiken
8,elicit,eiken
9,apprehend,eiken
10,commiserate,eiken
11,condone,eiken
12,epitomize,eiken
13,fluctuate,eiken
14,forgo,eiken
15,frisk,eiken
16,insulate,eiken
17,liquidate,eiken
18,meander,eiken
19,meddle,eiken
20,pamper,eiken
21,peruse,eiken
22,pique,eiken
23,plagiarize,eiken
24,plummet,eiken
25,rehash,eiken
26,implant,eiken
27,indoctrinate,eiken
28,inculcate,eiken
29,enlighten,eiken
30,implement,eiken
31,undergo,eiken
32,manipulate,eiken
33,address,eiken
34,fabricate,eiken
35,administer,eiken
36,enact,eiken
37,duplicate,eiken
38,orchestrate,eiken
39,inaugurate,eiken
40,persist,eiken
41,enhance,eiken
42,invigorate,eiken
43,fortify,eiken
44,expedite,eiken
45,galvanize,eiken
46,bolster,eiken
47,sustain,eiken
48,facilitate,eiken
49,supplement,eiken
50,subsidize,eiken
51,amend,eiken
52,rectify,eiken
53,endorse,eiken
54,exhort,eiken
55,coerce,eiken
56,implore,eiken
57,instigate,eiken
58,trigger,eiken
59,incite,eiken
60,muster,eiken
61,extol,eiken
62,emulate,eiken
63,entice,eiken
64,dazzle,eiken
65,sprout,eiken
66,burgeon,eiken
67,detect,eiken
68,debunk,eiken
69,unravel,eiken
70,excavate,eiken
71,recoup,eiken
72,recuperate,eiken
73,disseminate,eiken
74,prevail,eiken
75,propagete,eiken
76,transmit,eiken
77,garner,eiken
78,garnish,eiken
79,infer,eiken
80,surmise,eiken
81,allude,eiken
82,verify,eiken
83,vindicate,eiken
84,validate,eiken
85,corroborate,eiken
86,substantiate,eiken
87,reiterate,eiken
88,enunciate,eiken
89,underscore,eiken
90,flaunt,eiken
91,alleviate,eiken
92,allay,eiken
93,appease,eiken
94,defuse,eiken
95,mollify,eiken
96,placate,eiken
97,modulate,eiken
98,intervene,eiken
99,curb,eiken
100,oppress,eiken
101,subjugate,eiken
102,supress,eiken
103,subvert,eiken
104,encroach,eiken
105,deter,eiken
106,retard,eiken
107,avert,eiken
108,balk,eiken
109,stifle,eiken
110,quell,eiken
111,quench,eiken
112,curtail,eiken
113,diminish,eiken
114,eclipse,eiken
115,debase,eiken
116,demean,eiken
117,detract,eiken
118,dwindle,eiken
119,deviate,eiken
120,elude,eiken
121,circumvent,eiken
122,plague,eiken
123,torment,eiken
124,confound,eiken
125,stump,eiken
126,dismiss,eiken
127,dissect,eiken
128,refute,eiken
129,rebuff,eiken
130,rebuke,eiken
131,denounce,eiken
132,rebut,eiken
133,reprimand,eiken
134,berate,eiken
135,lambaste,eiken
136,seclude,eiken
137,ostracize,eiken
138,purge,eiken
139,repatriate,eiken
140,repulse,eiken
141,rebel,eiken
142,renege,eiken
143,renounce,eiken
144,revel,eiken
145,suspend,eiken
146,abort,eiken
147,adjourn,eiken
148,nullify,eiken
149,revoke,eiken
150,thwart,eiken
151,disband,eiken
152,dislodge,eiken
153,disperse,eiken
154,eradicate,eiken
155,rout,eiken
156,wreak,eiken
157,contaminate,eiken
158,exacerbate,eiken
159,aggravate,eiken
160,abdicate,eiken
161,abscond,eiken
162,tamper,eiken
163,juggle,eiken
164,cajole,eiken
165,defraud,eiken
166,swindle,eiken
167,dupe,eiken
168,mutter,eiken
169,stammer,eiken
170,invoke,eiken
171,crunch,eiken
172,dawdle,eiken
173,undermine,eiken
174,diagnose,eiken
175,blur,eiken
176,squabble,eiken
177,vie,eiken
178,bluff,eiken
179,broach,eiken
180,clench,eiken
181,perish,eiken
182,ransack,eiken
183,heave,eiken
184,wrench,eiken
185,beckon,eiken
